date,value
12-10-2021,24.3
13-10-2021,25.8
14-10-2021,25.7
15-10-2021,23.38
16-10-2021,23.38
17-10-2021,26.83
18-10-2021,27.5
19-10-2021,25
20-10-2021,26
21-10-2021,26.2
22-10-2021,25.8
23-10-2021,24.38
24-10-2021,23.75
25-10-2021,26.38
26-10-2021,24.9
27-10-2021,26
28-10-2021,26.4
29-10-2021,23.75
30-10-2021,26
31-10-2021,23
01-11-2021,26.2
02-11-2021,23.5
03-11-2021,24.4
04-11-2021,24.25
05-11-2021,23.75
06-11-2021,23.75
07-11-2021,22.33
08-11-2021,23
09-11-2021,26.13
10-11-2021,24.6
11-11-2021,25
12-11-2021,26
13-11-2021,25.75
14-11-2021,26.33
15-11-2021,26.2
16-11-2021,26.5
17-11-2021,25.4
18-11-2021,24
19-11-2021,24
20-11-2021,23
21-11-2021,23
22-11-2021,22.88
23-11-2021,22.13
24-11-2021,22.25
25-11-2021,24.33
26-11-2021,24.33
27-11-2021,23
28-11-2021,23
29-11-2021,22.25
30-11-2021,21.75
01-12-2021,21.5
02-12-2021,19.33
03-12-2021,22
04-12-2021,23.33
05-12-2021,23.33
06-12-2021,24.63
07-12-2021,23.75
08-12-2021,22.17
09-12-2021,20.83
10-12-2021,22.5
11-12-2021,23.33
12-12-2021,23.67
13-12-2021,27.25
14-12-2021,23.75
15-12-2021,23.13
16-12-2021,25.17
17-12-2021,25.33
18-12-2021,26
19-12-2021,26
20-12-2021,25.67
21-12-2021,25
22-12-2021,22.7
23-12-2021,22.5
24-12-2021,22.9
25-12-2021,23.33
26-12-2021,23.33
27-12-2021,23.6
28-12-2021,22.75
29-12-2021,23.8
30-12-2021,23.7
31-12-2021,23.7
01-01-2022,22.88
02-01-2022,22.88
03-01-2022,24.3
04-01-2022,25.38
05-01-2022,24.5
06-01-2022,24.75
07-01-2022,25
08-01-2022,24.88
09-01-2022,24.88
10-01-2022,24.75
11-01-2022,24.25
12-01-2022,24.3
13-01-2022,23.88
14-01-2022,24.7
15-01-2022,24.13
16-01-2022,24.13
17-01-2022,23.7
18-01-2022,24.13
19-01-2022,24.4
20-01-2022,24.4
21-01-2022,26.17
22-01-2022,25.2
23-01-2022,25.2
24-01-2022,25.33
25-01-2022,26.7
26-01-2022,25.1
27-01-2022,25.08
28-01-2022,24.92
29-01-2022,25
30-01-2022,25
31-01-2022,24.67
01-02-2022,24.58
02-02-2022,24.58
03-02-2022,24.75
04-02-2022,22
05-02-2022,21.33
06-02-2022,23
07-02-2022,22.9
08-02-2022,22.9
09-02-2022,23.7
10-02-2022,23.5
11-02-2022,24.4
12-02-2022,24.5
13-02-2022,24.75
14-02-2022,28.6
15-02-2022,33
16-02-2022,28.9
17-02-2022,26.75
18-02-2022,25.75
19-02-2022,26.25
20-02-2022,26.25
21-02-2022,26.7
22-02-2022,29
23-02-2022,28.6
24-02-2022,28.08
25-02-2022,27.75
26-02-2022,26
27-02-2022,26
28-02-2022,25.7
01-03-2022,25.25
02-03-2022,24.1
03-03-2022,23.7
04-03-2022,23.9
05-03-2022,23.25
06-03-2022,23.25
07-03-2022,22.75
08-03-2022,22.1
09-03-2022,21.58
10-03-2022,20.33
11-03-2022,21.1
12-03-2022,23
13-03-2022,23
14-03-2022,21.25
15-03-2022,21.25
16-03-2022,21.25
17-03-2022,20.58
18-03-2022,21.6
19-03-2022,21.6
20-03-2022,21.6
21-03-2022,18.1
22-03-2022,18
23-03-2022,18.4
24-03-2022,17.3
25-03-2022,17.33
26-03-2022,18
27-03-2022,18
28-03-2022,16
29-03-2022,16.4
30-03-2022,14.75
31-03-2022,14.72
01-04-2022,14.83
02-04-2022,15.46
03-04-2022,15.46
04-04-2022,14.88
05-04-2022,14.3
06-04-2022,14.17
07-04-2022,14
08-04-2022,14.02
09-04-2022,14.3
10-04-2022,14.3
11-04-2022,13.37
12-04-2022,13.33
13-04-2022,13.17
14-04-2022,14
15-04-2022,16.5
16-04-2022,16.5
17-04-2022,16.3
18-04-2022,15
19-04-2022,16.25
20-04-2022,15.63
21-04-2022,13.33
22-04-2022,13.33
23-04-2022,14.2
24-04-2022,15.75
25-04-2022,13.58
26-04-2022,13.33
27-04-2022,13
28-04-2022,12.67
29-04-2022,11.96
30-04-2022,13.4
01-05-2022,13.4
02-05-2022,12.92
03-05-2022,13.6
04-05-2022,13
05-05-2022,13.01
06-05-2022,12.92
07-05-2022,13.65
08-05-2022,13.65
09-05-2022,12.92
10-05-2022,13
11-05-2022,12.83
12-05-2022,12.5
13-05-2022,12.5
14-05-2022,13
15-05-2022,13
16-05-2022,13
17-05-2022,12.25
18-05-2022,12.17
19-05-2022,12.33
20-05-2022,12.25
21-05-2022,13.2
22-05-2022,13.2
23-05-2022,12.44
24-05-2022,12.35
25-05-2022,12.83
26-05-2022,12.42
27-05-2022,12.29
28-05-2022,13.11
29-05-2022,14.5
30-05-2022,12.67
31-05-2022,12.75
01-06-2022,12.92
02-06-2022,12.33
03-06-2022,12.33
04-06-2022,13.1
05-06-2022,13.1
06-06-2022,12.75
07-06-2022,12.71
08-06-2022,12.58
09-06-2022,12.71
10-06-2022,13.9
11-06-2022,13.7
12-06-2022,13.7
13-06-2022,13
14-06-2022,13.58
15-06-2022,13.42
16-06-2022,13.75
17-06-2022,13.75
18-06-2022,14.4
19-06-2022,14.4
20-06-2022,13.07
21-06-2022,13.08
22-06-2022,13.21
23-06-2022,13.36
24-06-2022,13.36
25-06-2022,13.83
26-06-2022,15.2
27-06-2022,13.21
28-06-2022,12.93
29-06-2022,13.21
30-06-2022,13.21
01-07-2022,13.5
02-07-2022,13.25
03-07-2022,13.25
04-07-2022,13.36
05-07-2022,13.93
06-07-2022,14
07-07-2022,14.23
08-07-2022,14.22
09-07-2022,14.25
10-07-2022,14.25
11-07-2022,14.36
12-07-2022,14.18
13-07-2022,14.29
14-07-2022,14.43
15-07-2022,14.68
16-07-2022,15
17-07-2022,15
18-07-2022,15
19-07-2022,14.79
20-07-2022,14.64
21-07-2022,14.5
22-07-2022,14.29
23-07-2022,14.5
24-07-2022,14.5
25-07-2022,13.93
26-07-2022,13.86
27-07-2022,14
28-07-2022,14.57
29-07-2022,14.15
30-07-2022,14.58
31-07-2022,14.7
01-08-2022,13.93
02-08-2022,14.21
03-08-2022,14.36
04-08-2022,14.07
05-08-2022,14.71
06-08-2022,14.75
07-08-2022,14.75
08-08-2022,14.86
09-08-2022,15.17
10-08-2022,15.07
11-08-2022,15
12-08-2022,15.07
13-08-2022,15.17
14-08-2022,15.17
15-08-2022,15.33
16-08-2022,15.33
17-08-2022,15.49
18-08-2022,15.93
19-08-2022,16.58
20-08-2022,16.58
21-08-2022,16.58
22-08-2022,15.64
23-08-2022,15.36
24-08-2022,16
25-08-2022,15.64
26-08-2022,15.86
27-08-2022,16.5
28-08-2022,16.5
29-08-2022,15.89
30-08-2022,15.29
31-08-2022,16
01-09-2022,15.43
02-09-2022,15.57
03-09-2022,15.88
04-09-2022,15.88
05-09-2022,15.59
06-09-2022,15.64
07-09-2022,15.57
08-09-2022,15.64
09-09-2022,16.02
10-09-2022,15.86
11-09-2022,15.86
12-09-2022,15.25
13-09-2022,16.21
14-09-2022,15.8
15-09-2022,15.42
16-09-2022,15.33
17-09-2022,15.59
18-09-2022,15.73
19-09-2022,15.04
20-09-2022,15.25
21-09-2022,15.42
22-09-2022,15.38
23-09-2022,15.83
24-09-2022,15.63
25-09-2022,15.86
26-09-2022,15.15
27-09-2022,14.96
28-09-2022,15.15
29-09-2022,15.5
30-09-2022,15.79
01-10-2022,15.83
02-10-2022,15.82
03-10-2022,15.5
04-10-2022,15.62
05-10-2022,15.75
06-10-2022,15.54
07-10-2022,15.96
08-10-2022,16.08
09-10-2022,16.25
10-10-2022,16.19
11-10-2022,16.96
12-10-2022,17.46
13-10-2022,17.62
14-10-2022,18
15-10-2022,18.7
16-10-2022,18.87
17-10-2022,18.87
18-10-2022,20
19-10-2022,19.79
20-10-2022,20.21
21-10-2022,20.17
22-10-2022,20.53
23-10-2022,20.53
24-10-2022,20.01
25-10-2022,20.64
26-10-2022,20.72
27-10-2022,20.76
28-10-2022,20.68
29-10-2022,21.18
30-10-2022,21.37
31-10-2022,21.8
01-11-2022,21.97
02-11-2022,22.63
03-11-2022,23.83
04-11-2022,24.25
05-11-2022,23.19
06-11-2022,23.19
07-11-2022,23.04
08-11-2022,22.92
09-11-2022,22.48
10-11-2022,22.15
11-11-2022,21.77
12-11-2022,21.96
13-11-2022,21.96
14-11-2022,21.5
15-11-2022,21.12
16-11-2022,21.28
17-11-2022,21.43
18-11-2022,27
19-11-2022,21.75
20-11-2022,20.75
21-11-2022,20.65
22-11-2022,20.48
23-11-2022,20.05
24-11-2022,20.23
25-11-2022,20.06
26-11-2022,20.05
27-11-2022,19.86
28-11-2022,19.25
29-11-2022,18.77
30-11-2022,18.81
01-12-2022,18.71
02-12-2022,18.48
03-12-2022,18.04
04-12-2022,17.54
05-12-2022,18.02
06-12-2022,17.85
07-12-2022,17.78
08-12-2022,17.78
09-12-2022,17.32
10-12-2022,17.4
11-12-2022,17.05
12-12-2022,17.52
13-12-2022,17.71
14-12-2022,17.63
15-12-2022,17.94
16-12-2022,18.36
17-12-2022,18.66
18-12-2022,18.55
19-12-2022,18.02
20-12-2022,18.05
21-12-2022,18.18
22-12-2022,18.26
23-12-2022,18.67
24-12-2022,18.95
25-12-2022,19.01
26-12-2022,19.01
27-12-2022,18.49
28-12-2022,18.51
29-12-2022,18.31
30-12-2022,18.39
31-12-2022,18.74
01-01-2023,18.87
02-01-2023,18.36
03-01-2023,18.36
04-01-2023,18.54
05-01-2023,18.91
06-01-2023,18.77
07-01-2023,18.93
08-01-2023,18.92
09-01-2023,18.78
10-01-2023,18.56
11-01-2023,18.88
12-01-2023,18.92
13-01-2023,18.5
14-01-2023,17.54
15-01-2023,17.94
16-01-2023,18.18
17-01-2023,18.13
18-01-2023,18.05
19-01-2023,18.61
20-01-2023,18.63
21-01-2023,19.39
22-01-2023,19.19
23-01-2023,17.85
24-01-2023,18.23
25-01-2023,17.91
26-01-2023,17.88
27-01-2023,17.83
28-01-2023,17.63
29-01-2023,17.58
30-01-2023,17.79
31-01-2023,17.57
01-02-2023,17.46
02-02-2023,17.18
03-02-2023,17
04-02-2023,17.16
05-02-2023,17.13
06-02-2023,17.05
07-02-2023,16.79
08-02-2023,16.66
09-02-2023,16.66
10-02-2023,16.61
11-02-2023,16.34
12-02-2023,16.31
13-02-2023,16.21
14-02-2023,16.16
15-02-2023,16.09
16-02-2023,16.13
17-02-2023,15.79
18-02-2023,15.67
19-02-2023,15.83
20-02-2023,15.51
21-02-2023,15.33
22-02-2023,15.12
23-02-2023,14.82
24-02-2023,14.61
25-02-2023,14.45
26-02-2023,14
27-02-2023,14.44
28-02-2023,14.4
01-03-2023,14.19
02-03-2023,13.9
03-03-2023,13.81
04-03-2023,13.96
05-03-2023,13.91
06-03-2023,13.99
07-03-2023,14.07
08-03-2023,14.06
09-03-2023,13.89
10-03-2023,13.88
11-03-2023,14.03
12-03-2023,13.97
13-03-2023,14.04
14-03-2023,14.31
15-03-2023,14.25
16-03-2023,14.36
17-03-2023,14.36
18-03-2023,14.36
19-03-2023,14.33
20-03-2023,14.36
21-03-2023,14.03
22-03-2023,13.92
23-03-2023,13.99
24-03-2023,13.91
25-03-2023,13.71
26-03-2023,13.71
27-03-2023,13.71
28-03-2023,13.46
29-03-2023,13.18
30-03-2023,13.2
31-03-2023,13.12
01-04-2023,13.17
02-04-2023,13.52
03-04-2023,13.26
04-04-2023,13.34
05-04-2023,12.98
06-04-2023,13.1
07-04-2023,12.89
08-04-2023,12.81
09-04-2023,12.79
10-04-2023,12.56
11-04-2023,12.41
12-04-2023,12.39
13-04-2023,12.4
14-04-2023,12.38
15-04-2023,12.32
16-04-2023,12.28
17-04-2023,12.19
18-04-2023,12.03
19-04-2023,11.62
20-04-2023,11.5
21-04-2023,11.42
22-04-2023,11.35
23-04-2023,11.35
24-04-2023,11.16
25-04-2023,11.02
26-04-2023,11.11
27-04-2023,10.85
28-04-2023,10.99
29-04-2023,10.67
30-04-2023,10.56
01-05-2023,10.63
02-05-2023,10.75
03-05-2023,10.72
04-05-2023,10.8
05-05-2023,10.66
06-05-2023,10.8
07-05-2023,10.73
08-05-2023,10.6
09-05-2023,10.66
10-05-2023,10.56
11-05-2023,10.48
12-05-2023,10.42
13-05-2023,10.2
14-05-2023,10.02
15-05-2023,10.25
16-05-2023,10.39
17-05-2023,10.15
18-05-2023,9.93
19-05-2023,9.97
20-05-2023,9.98
21-05-2023,9.98
22-05-2023,10.13
23-05-2023,9.99
24-05-2023,10.24
25-05-2023,10.24
26-05-2023,10.25
27-05-2023,10.36
28-05-2023,10.36
29-05-2023,10.11
30-05-2023,10.31
31-05-2023,10.12
01-06-2023,9.97
02-06-2023,10.08
03-06-2023,10.24
04-06-2023,10.19
05-06-2023,10.41
06-06-2023,10.41
07-06-2023,10.56
08-06-2023,10.85
09-06-2023,10.94
10-06-2023,10.8
11-06-2023,10.8
12-06-2023,11.29
13-06-2023,11.35
14-06-2023,11.46
15-06-2023,11.41
16-06-2023,11.69
17-06-2023,11.35
18-06-2023,11.35
19-06-2023,11.72
20-06-2023,11.74
21-06-2023,11.94
22-06-2023,12.13
23-06-2023,12.16
24-06-2023,12.23
25-06-2023,12.38
26-06-2023,12.37
27-06-2023,12.5
28-06-2023,12.56
29-06-2023,12.83
30-06-2023,12.84
01-07-2023,12.83
02-07-2023,12.78
03-07-2023,12.75
04-07-2023,13.02
05-07-2023,13.21
06-07-2023,13.71
07-07-2023,13.9
08-07-2023,13.61
09-07-2023,13.61
10-07-2023,13.96
11-07-2023,13.99
12-07-2023,14.28
13-07-2023,14.38
14-07-2023,14.46
15-07-2023,14.17
16-07-2023,14.23
17-07-2023,14.41
18-07-2023,14.6
19-07-2023,14.74
20-07-2023,14.75
21-07-2023,14.87
22-07-2023,14.75
23-07-2023,14.84
24-07-2023,14.48
25-07-2023,14.39
26-07-2023,14.4
27-07-2023,14.61
28-07-2023,14.52
29-07-2023,14.53
30-07-2023,14.52
31-07-2023,14.57
01-08-2023,14.76
02-08-2023,14.64
03-08-2023,14.56
04-08-2023,14.19
05-08-2023,14.23
06-08-2023,14.29
07-08-2023,14.55
08-08-2023,14.75
09-08-2023,14.8
10-08-2023,15.43
11-08-2023,15.38
12-08-2023,15.43
13-08-2023,15.56
14-08-2023,15.89
15-08-2023,15.93
16-08-2023,15.87
17-08-2023,15.95
18-08-2023,16.61
19-08-2023,16.94
20-08-2023,17.36
21-08-2023,17.67
22-08-2023,18.74
23-08-2023,19.2
24-08-2023,20.41
25-08-2023,20.55
26-08-2023,21.46
27-08-2023,21.46
28-08-2023,21.06
29-08-2023,21.22
30-08-2023,20.77
31-08-2023,20.78
01-09-2023,20.86
02-09-2023,21.07
03-09-2023,20.97
04-09-2023,21.28
05-09-2023,21.05
06-09-2023,21.15
07-09-2023,21.05
08-09-2023,20.94
09-09-2023,20.81
10-09-2023,20.76
11-09-2023,20.48
12-09-2023,20.6
13-09-2023,20.61
14-09-2023,20.81
15-09-2023,20.92
16-09-2023,20.89
17-09-2023,20.89
18-09-2023,20.85
19-09-2023,20.78
20-09-2023,20.57
21-09-2023,20.48
22-09-2023,20.26
23-09-2023,20.35
24-09-2023,20.42
25-09-2023,20.34
26-09-2023,20.45
27-09-2023,20.76
28-09-2023,21.17
29-09-2023,21.23
30-09-2023,21.28
01-10-2023,21.3
02-10-2023,21.3
03-10-2023,21.43
04-10-2023,21.45
05-10-2023,21.87
06-10-2023,22.08
07-10-2023,22.22
08-10-2023,22.31
09-10-2023,22.33
10-10-2023,22.07
11-10-2023,22.17
12-10-2023,22.14
13-10-2023,22.07
14-10-2023,23.16
15-10-2023,22.84
16-10-2023,23.71
17-10-2023,24.97
18-10-2023,25.52
19-10-2023,25.73
20-10-2023,26.41
21-10-2023,27.04
22-10-2023,27.2
23-10-2023,27.31
24-10-2023,27.88
25-10-2023,28.91
26-10-2023,30.86
27-10-2023,33.06
28-10-2023,35.03
29-10-2023,35.49
30-10-2023,37.68
31-10-2023,41.57
01-11-2023,42.88
02-11-2023,45.37
03-11-2023,46.35
04-11-2023,46.61
05-11-2023,46.07
06-11-2023,45.15
07-11-2023,44.36
08-11-2023,44.45
09-11-2023,43.94
10-11-2023,44.09
11-11-2023,44.41
12-11-2023,44.55
13-11-2023,44.65
14-11-2023,44.06
15-11-2023,43.8
16-11-2023,43.38
17-11-2023,43.36
18-11-2023,43.74
19-11-2023,43.95
20-11-2023,43.98
21-11-2023,44.04
22-11-2023,43.78
23-11-2023,43.41
24-11-2023,42.87
25-11-2023,42.45
26-11-2023,42.56
27-11-2023,41.59
28-11-2023,42.08
29-11-2023,41.03
30-11-2023,40.95
01-12-2023,40.81
02-12-2023,40.98
03-12-2023,41.32
04-12-2023,41.03
05-12-2023,41.16
06-12-2023,41.18
07-12-2023,40.98
08-12-2023,40.02
09-12-2023,39.66
10-12-2023,39.46
11-12-2023,39.47
12-12-2023,38.41
13-12-2023,37.93
14-12-2023,37.57
15-12-2023,36.55
16-12-2023,35.64
17-12-2023,35.22
18-12-2023,33.63
19-12-2023,31.08
20-12-2023,29.89
21-12-2023,29.21
22-12-2023,28.76
23-12-2023,28.24
24-12-2023,28.08
25-12-2023,27.4
26-12-2023,26.54
27-12-2023,26.04
28-12-2023,25.37
29-12-2023,25.37
30-12-2023,24.87
31-12-2023,24.98
01-01-2024,24.08
02-01-2024,24.26
03-01-2024,24.17
04-01-2024,24.84
05-01-2024,24.29
06-01-2024,24.26
07-01-2024,24.26
08-01-2024,24.01
09-01-2024,23.71
10-01-2024,23.5
11-01-2024,23.37
12-01-2024,23.09
13-01-2024,22.58
14-01-2024,22.52
15-01-2024,22.04
16-01-2024,21.31
17-01-2024,21.48
18-01-2024,21.14
19-01-2024,20.77
20-01-2024,20.64
21-01-2024,20.52
22-01-2024,20.26
23-01-2024,19.95
24-01-2024,19.6
25-01-2024,19.36
26-01-2024,19.35
27-01-2024,19.27
28-01-2024,19.25
29-01-2024,19.28
30-01-2024,19.1
31-01-2024,19.13
01-02-2024,18.87
02-02-2024,18.57
03-02-2024,18.55
04-02-2024,18.38
05-02-2024,16.83
06-02-2024,16.6
07-02-2024,16.6
08-02-2024,16.69
09-02-2024,16.62
10-02-2024,16.42
11-02-2024,16.42
12-02-2024,16.42
13-02-2024,16.13
14-02-2024,16.18
15-02-2024,16.05
16-02-2024,16.07
17-02-2024,16.05
18-02-2024,16
19-02-2024,15.81
20-02-2024,16.21
21-02-2024,16.83
22-02-2024,17.09
23-02-2024,17.04
24-02-2024,17.38
25-02-2024,17.43
26-02-2024,17.84
27-02-2024,17.76
28-02-2024,17.93
29-02-2024,18.01
01-03-2024,18.04
02-03-2024,17.83
03-03-2024,17.67
04-03-2024,17.93
05-03-2024,17.85
06-03-2024,17.7
07-03-2024,17.71
08-03-2024,17.94
09-03-2024,17.78
10-03-2024,17.68
11-03-2024,17.72
12-03-2024,17.94
13-03-2024,17.95
14-03-2024,16.98
15-03-2024,16.99
16-03-2024,17.08
17-03-2024,16.97
18-03-2024,17.79
19-03-2024,17.01
20-03-2024,16.72
21-03-2024,16.49
22-03-2024,16.55
23-03-2024,16.24
24-03-2024,16.34
25-03-2024,16.28
26-03-2024,16.25
27-03-2024,16.21
28-03-2024,16.11
29-03-2024,16.24
30-03-2024,16.12
31-03-2024,16.28
01-04-2024,16.49
02-04-2024,16.65
03-04-2024,16.82
04-04-2024,16.86
05-04-2024,16.59
06-04-2024,16.62
07-04-2024,16.52
08-04-2024,16.45
09-04-2024,16.21
10-04-2024,16.32
11-04-2024,16.25
12-04-2024,16.15
13-04-2024,16.15
14-04-2024,16.15
15-04-2024,16.04
16-04-2024,15.83
17-04-2024,16.05
18-04-2024,16.31
19-04-2024,16.42
20-04-2024,16.61
21-04-2024,16.56
22-04-2024,16.54
23-04-2024,16.38
24-04-2024,16.08
25-04-2024,16.2
26-04-2024,16.28
27-04-2024,16.33
28-04-2024,16.38
29-04-2024,16.54
30-04-2024,16.23
01-05-2024,16.38
02-05-2024,16.25
03-05-2024,16.48
04-05-2024,16.73
05-05-2024,17.19
06-05-2024,17.42
07-05-2024,17.76
08-05-2024,17.76
09-05-2024,17.64
10-05-2024,17.63
11-05-2024,17.38
12-05-2024,17.5
13-05-2024,17.45
14-05-2024,17.74
15-05-2024,17.71
16-05-2024,17.66
17-05-2024,17.5
18-05-2024,17.95
19-05-2024,18.05
20-05-2024,18.13
21-05-2024,18.08
22-05-2024,17.89
23-05-2024,18.05
24-05-2024,18.08
25-05-2024,18.21
26-05-2024,18.31
27-05-2024,18.42
28-05-2024,18.63
29-05-2024,19.07
30-05-2024,19.13
31-05-2024,19.21
01-06-2024,19.71
02-06-2024,19.92
03-06-2024,19.86
04-06-2024,20.09
05-06-2024,20.09
06-06-2024,20.85
07-06-2024,21.48
08-06-2024,22.23
09-06-2024,22.78
10-06-2024,23.54
11-06-2024,24.54
12-06-2024,24.7
13-06-2024,24.64
14-06-2024,24.64
15-06-2024,25.31
16-06-2024,25.36
17-06-2024,25.2
18-06-2024,26.12
19-06-2024,27.03
20-06-2024,27.5
21-06-2024,27.9
22-06-2024,27.88
23-06-2024,27.88
24-06-2024,27.66
25-06-2024,28.11
26-06-2024,28.18
27-06-2024,28.21
28-06-2024,27.84
29-06-2024,27.58
30-06-2024,28.05
01-07-2024,28.68
02-07-2024,28.76
03-07-2024,28.71
04-07-2024,28.53
05-07-2024,28.68
06-07-2024,28.92
07-07-2024,28.89
08-07-2024,28.6
09-07-2024,29.29
10-07-2024,30.23
11-07-2024,30.13
12-07-2024,30.15
13-07-2024,30.18
14-07-2024,30.29
15-07-2024,30.5
16-07-2024,30.18
17-07-2024,29.59
18-07-2024,29.87
19-07-2024,29.79
20-07-2024,29.64
21-07-2024,29.86
22-07-2024,29.54
23-07-2024,29.68
24-07-2024,29.45
25-07-2024,29.61
26-07-2024,29.77
27-07-2024,29.45
28-07-2024,29.9
29-07-2024,29.63
30-07-2024,29.26
31-07-2024,29.05
01-08-2024,29.26
02-08-2024,29.15
03-08-2024,29.45
04-08-2024,29.13
05-08-2024,28.79
06-08-2024,28.74
07-08-2024,28.49
08-08-2024,28.24
09-08-2024,28.9
10-08-2024,29.97
11-08-2024,28.9
12-08-2024,31.78
13-08-2024,31.01
14-08-2024,30.68
15-08-2024,31.42
16-08-2024,31.83
17-08-2024,31.53
18-08-2024,31.63
19-08-2024,31.55
20-08-2024,31.92
21-08-2024,31.49
22-08-2024,31.74
23-08-2024,33.66
24-08-2024,33.95
25-08-2024,33.98
26-08-2024,34.74
29-08-2024,35.67
30-08-2024,35.78
31-08-2024,35.03
01-09-2024,35.61
02-09-2024,36.23
03-09-2024,36.98
04-09-2024,37.15
05-09-2024,37.86
06-09-2024,37.99
07-09-2024,38.58
08-09-2024,38.65
09-09-2024,39.12
10-09-2024,39.49
11-09-2024,39.28
12-09-2024,39.02
13-09-2024,39.46
14-09-2024,39.45
15-09-2024,39.82
16-09-2024,39.61
17-09-2024,39.55
18-09-2024,40.39
19-09-2024,40.16
20-09-2024,40.16
21-09-2024,40.39
22-09-2024,40.36
23-09-2024,40.58
24-09-2024,40.03
25-09-2024,40.45
26-09-2024,40.53
27-09-2024,40.84
28-09-2024,40.63
29-09-2024,40.58
30-09-2024,40.42
01-10-2024,40.86
02-10-2024,40.32
03-10-2024,40.32
04-10-2024,40.5
05-10-2024,40.58
06-10-2024,40.42
07-10-2024,40.24
08-10-2024,40.61
09-10-2024,39.93
10-10-2024,39.79
11-10-2024,40.03
12-10-2024,39.82
13-10-2024,39.5
14-10-2024,39.13
15-10-2024,38.67
16-10-2024,38.47
17-10-2024,38.66
18-10-2024,38.82
19-10-2024,38.61
20-10-2024,38.98
21-10-2024,38.47
22-10-2024,38.16
23-10-2024,38.42
24-10-2024,38.26
25-10-2024,38.34
26-10-2024,38.24
27-10-2024,38.55
28-10-2024,38.55
29-10-2024,38.39
30-10-2024,38.44
31-10-2024,38.05
01-11-2024,37.63
02-11-2024,37.53
03-11-2024,37.53
04-11-2024,37.9
05-11-2024,38.76
06-11-2024,38.72
07-11-2024,38.69
08-11-2024,39.19
09-11-2024,39.45
10-11-2024,39.45
11-11-2024,40.64
12-11-2024,41.39
13-11-2024,41.34
14-11-2024,41.61
15-11-2024,42.03
16-11-2024,41.37
17-11-2024,41.37
18-11-2024,41.5
19-11-2024,41.58
20-11-2024,41.68
21-11-2024,41.5
22-11-2024,42.21
23-11-2024,42.11
24-11-2024,42.32
25-11-2024,42.21
26-11-2024,42.9
27-11-2024,42.9
28-11-2024,42.84
29-11-2024,43.14
30-11-2024,43.79
01-12-2024,43.79
02-12-2024,42.92
03-12-2024,42.71
04-12-2024,41.71
05-12-2024,41.45
06-12-2024,41.08
07-12-2024,40.87
08-12-2024,41.03
09-12-2024,40.53
10-12-2024,40.97
11-12-2024,41.63
12-12-2024,41.16
13-12-2024,40.79
14-12-2024,40.55
15-12-2024,39.84
16-12-2024,39.61
17-12-2024,39.13
18-12-2024,38.63
19-12-2024,38.32
20-12-2024,37.58
21-12-2024,36.37
22-12-2024,35.11
23-12-2024,34.79
24-12-2024,34.24
25-12-2024,33.56
26-12-2024,33.26
27-12-2024,32.68
28-12-2024,32.32
29-12-2024,31.05
30-12-2024,30.71
31-12-2024,30.89
01-01-2025,29.85
02-01-2025,29.58
03-01-2025,29.32
04-01-2025,29.53
05-01-2025,28.95
06-01-2025,29.5
07-01-2025,29.37
08-01-2025,29.21
09-01-2025,29.53
10-01-2025,29.34
11-01-2025,28.71
12-01-2025,28.68
13-01-2025,28
14-01-2025,27.84
15-01-2025,27.97
16-01-2025,27.74
17-01-2025,27.77
18-01-2025,28.03
19-01-2025,28
20-01-2025,27.66
21-01-2025,27.76
22-01-2025,26.62
23-01-2025,26.82
24-01-2025,26.7
25-01-2025,26.78
26-01-2025,26.88
27-01-2025,26.95
28-01-2025,26.86
29-01-2025,26.8
30-01-2025,26.72
31-01-2025,26.76
01-02-2025,27.05
02-02-2025,26.82
03-02-2025,26.82
04-02-2025,26.71
05-02-2025,26.16
06-02-2025,25.91
07-02-2025,25.93
08-02-2025,25.72
09-02-2025,25.99
10-02-2025,26.18
11-02-2025,25.85
